document,rank,term,tfidf
First_Thing:_Donald_Trump_calls_China’s_DeepSeek_A,6,said,0.1464974332436875
First_Thing:_Donald_Trump_calls_China’s_DeepSeek_A,7,trump,0.1464974332436875
First_Thing:_Donald_Trump_calls_China’s_DeepSeek_A,8,competing,0.11890650877077188
First_Thing:_Donald_Trump_calls_China’s_DeepSeek_A,9,called,0.11890650877077188
First_Thing:_Donald_Trump_calls_China’s_DeepSeek_A,10,wiped,0.11890650877077188
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",1,south,0.32979905583296165
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",2,app,0.31200305133233386
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",3,companies,0.21986603722197445
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",4,korea,0.21986603722197445
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",5,said,0.20316261769514082
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",6,built,0.18250769283495408
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",7,monday,0.18250769283495408
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",8,sent,0.15600152566616693
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",9,world,0.15600152566616693
"South_Korea_Bans_Downloads_of_DeepSeek,_the_Chines",10,month,0.15600152566616693
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,1,technology,0.2607850544386448
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,2,hype,0.19242683007728087
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,3,sputnik,0.1539414640618247
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,4,fear,0.12778463555603042
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,5,generative,0.11545609804636853
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,6,capable,0.11545609804636853
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,7,musk,0.11545609804636853
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,8,created,0.11545609804636853
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,9,llms,0.11545609804636853
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,10,likely,0.11545609804636853
Diving_into_DeepSeek:_inside_the_7_February_Guardi,1,tantesh,0.17840410500577514
Diving_into_DeepSeek:_inside_the_7_February_Guardi,2,home,0.14809072837391682
Diving_into_DeepSeek:_inside_the_7_February_Guardi,3,guardian,0.14809072837391682
Diving_into_DeepSeek:_inside_the_7_February_Guardi,4,week,0.12658304537462403
Diving_into_DeepSeek:_inside_the_7_February_Guardi,5,tariffs,0.11893607000385009
Diving_into_DeepSeek:_inside_the_7_February_Guardi,6,tale,0.11893607000385009
Diving_into_DeepSeek:_inside_the_7_February_Guardi,7,gaza,0.11893607000385009
Diving_into_DeepSeek:_inside_the_7_February_Guardi,8,weekly,0.11893607000385009
Diving_into_DeepSeek:_inside_the_7_February_Guardi,9,edition,0.11893607000385009
Diving_into_DeepSeek:_inside_the_7_February_Guardi,10,story,0.11893607000385009
