document,rank,term,tfidf
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,4,fear,0.11648185959636813
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,5,human,0.11648185959636813
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,6,lies,0.11621584520782391
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,7,musk,0.11621584520782391
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,8,llms,0.11621584520782391
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,9,capable,0.11621584520782391
DeepSeek_has_ripped_away_AI’s_veil_of_mystique._Th,10,generative,0.11621584520782391
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,1,app,0.4886500531240919
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,2,data,0.3007077249994411
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,3,stores,0.18593413977297762
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,4,local,0.16654427441173608
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,5,laws,0.15892973380067701
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,6,authorities,0.15892973380067701
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,7,users,0.15892973380067701
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,8,personal,0.13976980284709106
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,9,south,0.13976980284709106
DeepSeek:_South_Korea_temporarily_bans_AI_app_–_DW,10,temporarily,0.13976980284709106
South_Korea_removes_DeepSeek_from_app_stores_pendi,1,commission,0.17944840896121123
South_Korea_removes_DeepSeek_from_app_stores_pendi,2,protection,0.17944840896121123
South_Korea_removes_DeepSeek_from_app_stores_pendi,3,month,0.16976534699658977
South_Korea_removes_DeepSeek_from_app_stores_pendi,4,data,0.16976534699658977
South_Korea_removes_DeepSeek_from_app_stores_pendi,5,app,0.16976534699658977
South_Korea_removes_DeepSeek_from_app_stores_pendi,6,privacy,0.1578148288676352
South_Korea_removes_DeepSeek_from_app_stores_pendi,7,personal,0.1578148288676352
South_Korea_removes_DeepSeek_from_app_stores_pendi,8,south,0.1578148288676352
South_Korea_removes_DeepSeek_from_app_stores_pendi,9,korea,0.1578148288676352
South_Korea_removes_DeepSeek_from_app_stores_pendi,10,announced,0.1399594850542694
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,1,cent,0.41034501606349677
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,2,closing,0.20517250803174839
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,3,trading,0.20517250803174839
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,4,semiconductor,0.20517250803174839
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,5,monday,0.18664963296341378
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,6,companies,0.15423160605284594
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,7,advertisement,0.15423160605284594
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,8,alphabet,0.10258625401587419
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,9,loud,0.10258625401587419
US_tech_stocks_plunge_on_China_AI’s_unexpectedly_s,10,divided,0.10258625401587419
Diving_into_DeepSeek:_inside_the_7_February_Guardi,1,tantesh,0.1790574141478936
Diving_into_DeepSeek:_inside_the_7_February_Guardi,2,guardian,0.15305175908151392
Diving_into_DeepSeek:_inside_the_7_February_Guardi,3,week,0.13460045317292638
Diving_into_DeepSeek:_inside_the_7_February_Guardi,4,home,0.13460045317292638
Diving_into_DeepSeek:_inside_the_7_February_Guardi,5,weekly,0.11937160943192907
Diving_into_DeepSeek:_inside_the_7_February_Guardi,6,story,0.11937160943192907
Diving_into_DeepSeek:_inside_the_7_February_Guardi,7,edition,0.11937160943192907
Diving_into_DeepSeek:_inside_the_7_February_Guardi,8,tariffs,0.11937160943192907
Diving_into_DeepSeek:_inside_the_7_February_Guardi,9,12,0.11937160943192907
Diving_into_DeepSeek:_inside_the_7_February_Guardi,10,gaza,0.11937160943192907
